0	-5.11663e-19
40	-5.11695e-19
80	-5.09354e-19
120	-4.96631e-19
160	-4.81987e-19
200	-4.88901e-19
240	-4.98782e-19
280	-5.02683e-19
320	-5.05586e-19
360	-4.94192e-19
400	-4.85773e-19
440	-4.93258e-19
480	-4.9411e-19
520	-4.9788e-19
560	-5.06494e-19
600	-5.0437e-19
640	-4.88717e-19
680	-4.89404e-19
720	-4.89054e-19
760	-4.84497e-19
800	-4.72855e-19
840	-4.67642e-19
880	-4.64448e-19
920	-4.59691e-19
960	-4.599e-19
1000	-4.60003e-19
1040	-4.60516e-19
1080	-4.33387e-19
1120	-4.21289e-19
1160	-4.25342e-19
1200	-4.63278e-19
1240	-4.58281e-19
1280	-4.81296e-19
1320	-4.84379e-19
1360	-4.80882e-19
1400	-4.78283e-19
1440	-4.6882e-19
1480	-4.67179e-19
1520	-4.58315e-19
1560	-4.6151e-19
1600	-4.66896e-19
1640	-4.7357e-19
1680	-4.84546e-19
1720	-4.8023e-19
1760	-4.93204e-19
1800	-4.92863e-19
1840	-4.87331e-19
1880	-4.7721e-19
1920	-4.80289e-19
1960	-4.67968e-19
2000	-4.7012e-19
2040	-4.74796e-19
2080	-4.81031e-19
2120	-4.76839e-19
2160	-4.75667e-19
2200	-4.75662e-19
2240	-4.86612e-19
2280	-4.97834e-19
2320	-5.05639e-19
2360	-4.85289e-19
2400	-4.6896e-19
2440	-4.69591e-19
2480	-4.85071e-19
2520	-4.84603e-19
2560	-4.92082e-19
2600	-4.93929e-19
2640	-4.8506e-19
2680	-4.99578e-19
2720	-4.9797e-19
2760	-4.9469e-19
2800	-4.98313e-19
2840	-4.97189e-19
2880	-4.92785e-19
2920	-4.77519e-19
2960	-4.75989e-19
3000	-4.77268e-19
3040	-4.75912e-19
3080	-4.84515e-19
3120	-4.89535e-19
3160	-4.82031e-19
3200	-4.8898e-19
3240	-4.80065e-19
3280	-4.72824e-19
3320	-4.60503e-19
3360	-4.66916e-19
3400	-4.73467e-19
3440	-4.60881e-19
3480	-4.59984e-19
3520	-4.47381e-19
3560	-4.54065e-19
3600	-4.5993e-19
3640	-4.51863e-19
3680	-4.39186e-19
3720	-4.25032e-19
3760	-4.23685e-19
3800	-4.1102e-19
3840	-4.23047e-19
3880	-4.44804e-19
3920	-4.41168e-19
3960	-4.47772e-19
4000	-4.54793e-19
4040	-4.54897e-19
4080	-4.64826e-19
4120	-4.53882e-19
4160	-4.39437e-19
4200	-4.3035e-19
4240	-4.35123e-19
4280	-4.46015e-19
4320	-4.40536e-19
4360	-4.52752e-19
4400	-4.48307e-19
4440	-4.61635e-19
4480	-4.56817e-19
4520	-4.5481e-19
4560	-4.61951e-19
4600	-4.69213e-19
4640	-4.75548e-19
4680	-4.78368e-19
4720	-4.84369e-19
4760	-4.86937e-19
4800	-4.81454e-19
4840	-4.63786e-19
4880	-4.60921e-19
4920	-4.58314e-19
4960	-4.36647e-19
5000	-4.31405e-19
5040	-4.28736e-19
5080	-4.36998e-19
5120	-4.36124e-19
5160	-4.37772e-19
5200	-4.5455e-19
5240	-4.58571e-19
5280	-4.58372e-19
5320	-4.4275e-19
5360	-4.40979e-19
5400	-4.52483e-19
5440	-4.44189e-19
5480	-4.5599e-19
5520	-4.54328e-19
5560	-4.58484e-19
5600	-4.63384e-19
5640	-4.57285e-19
5680	-4.43527e-19
5720	-4.41956e-19
5760	-4.55075e-19
5800	-4.52715e-19
5840	-4.60522e-19
5880	-4.55766e-19
5920	-4.71317e-19
5960	-4.64485e-19
6000	-4.48789e-19
6040	-4.3544e-19
6080	-4.22236e-19
6120	-4.1498e-19
6160	-4.02931e-19
6200	-4.32104e-19
6240	-4.35394e-19
6280	-4.46e-19
6320	-4.55254e-19
6360	-4.47795e-19
6400	-4.29241e-19
6440	-4.29135e-19
6480	-4.06691e-19
6520	-4.12349e-19
6560	-4.16404e-19
6600	-4.29132e-19
6640	-4.29763e-19
6680	-4.38789e-19
6720	-4.37436e-19
6760	-4.29724e-19
6800	-4.16737e-19
6840	-4.1337e-19
6880	-4.12181e-19
6920	-4.19519e-19
6960	-4.18097e-19
7000	-4.09742e-19
7040	-4.14193e-19
7080	-4.23673e-19
7120	-4.18702e-19
7160	-4.21358e-19
7200	-4.25186e-19
7240	-4.23089e-19
7280	-4.21305e-19
7320	-4.15532e-19
7360	-4.11373e-19
7400	-3.98986e-19
7440	-3.98605e-19
7480	-3.9736e-19
7520	-3.87712e-19
7560	-3.80634e-19
7600	-3.87804e-19
7640	-3.86664e-19
7680	-3.80244e-19
7720	-3.72178e-19
7760	-3.7184e-19
7800	-3.74517e-19
7840	-3.68807e-19
7880	-3.65582e-19
7920	-3.66828e-19
7960	-3.64382e-19
8000	-3.69684e-19
8040	-3.65431e-19
8080	-3.68038e-19
8120	-3.73205e-19
8160	-3.66666e-19
8200	-3.63034e-19
8240	-3.64003e-19
8280	-3.68399e-19
8320	-3.48297e-19
8360	-3.54055e-19
8400	-3.55796e-19
8440	-3.56993e-19
8480	-3.42905e-19
8520	-3.3189e-19
8560	-3.285e-19
8600	-3.19099e-19
8640	-3.27704e-19
8680	-3.20452e-19
8720	-3.11106e-19
8760	-3.08949e-19
8800	-2.97468e-19
8840	-2.9736e-19
8880	-3.01165e-19
8920	-3.11106e-19
8960	-3.14672e-19
9000	-3.11652e-19
9040	-3.01434e-19
9080	-2.93833e-19
9120	-2.91048e-19
9160	-2.76608e-19
9200	-2.81799e-19
9240	-2.83808e-19
9280	-2.77661e-19
9320	-2.65378e-19
9360	-2.68594e-19
9400	-2.76144e-19
9440	-2.74033e-19
9480	-2.68892e-19
9520	-2.9766e-19
9560	-3.08976e-19
9600	-3.09464e-19
9640	-3.05746e-19
9680	-3.02212e-19
9720	-3.06145e-19
9760	-2.88686e-19
9800	-2.89807e-19
9840	-2.89621e-19
9880	-2.80697e-19
9920	-2.84366e-19
9960	-2.86998e-19
