#energy	avgAngleCubePos	avgAngleMagnMom	avgCenterDist
#-2.79831e-19	254.831	178.667	7.65543e-08


#x	y	z
3.01895e-08	2.5102e-08	3.31339e-07
2.80586e-08	3.19324e-08	3.33045e-07
2.59277e-08	3.87628e-08	3.34752e-07
2.37968e-08	4.55932e-08	3.36458e-07
2.16659e-08	5.24237e-08	3.38165e-07
1.95351e-08	5.92541e-08	3.39872e-07
3.13722e-08	2.39867e-08	3.36969e-07
2.92413e-08	3.08172e-08	3.38676e-07
2.71105e-08	3.76476e-08	3.40382e-07
2.49796e-08	4.4478e-08	3.42089e-07
2.28487e-08	5.13084e-08	3.43795e-07
2.07178e-08	5.81388e-08	3.45502e-07
3.2555e-08	2.28715e-08	3.426e-07
3.04241e-08	2.97019e-08	3.44306e-07
2.82932e-08	3.65323e-08	3.46013e-07
2.61623e-08	4.33627e-08	3.47719e-07
2.40315e-08	5.01932e-08	3.49426e-07
2.19006e-08	5.70236e-08	3.51132e-07
3.37377e-08	2.17562e-08	3.4823e-07
3.16069e-08	2.85867e-08	3.49937e-07
2.9476e-08	3.54171e-08	3.51643e-07
2.73451e-08	4.22475e-08	3.5335e-07
2.52142e-08	4.90779e-08	3.55056e-07
2.30833e-08	5.59083e-08	3.56763e-07
3.49205e-08	2.0641e-08	3.5386e-07
3.27896e-08	2.74714e-08	3.55567e-07
3.06587e-08	3.43018e-08	3.57273e-07
2.85279e-08	4.11322e-08	3.5898e-07
2.6397e-08	4.79627e-08	3.60687e-07
2.42661e-08	5.47931e-08	3.62393e-07
3.61033e-08	1.95257e-08	3.59491e-07
3.39724e-08	2.63562e-08	3.61197e-07
3.18415e-08	3.31866e-08	3.62904e-07
2.97106e-08	4.0017e-08	3.6461e-07
2.75797e-08	4.68474e-08	3.66317e-07
2.54489e-08	5.36778e-08	3.68023e-07
2.49423e-08	2.37662e-08	3.3076e-07
2.28115e-08	3.05967e-08	3.32467e-07
2.06806e-08	3.74271e-08	3.34173e-07
1.85497e-08	4.42575e-08	3.3588e-07
1.64188e-08	5.10879e-08	3.37587e-07
1.42879e-08	5.79183e-08	3.39293e-07
2.61251e-08	2.2651e-08	3.36391e-07
2.39942e-08	2.94814e-08	3.38097e-07
2.18633e-08	3.63118e-08	3.39804e-07
1.97325e-08	4.31422e-08	3.4151e-07
1.76016e-08	4.99727e-08	3.43217e-07
1.54707e-08	5.68031e-08	3.44923e-07
2.73079e-08	2.15357e-08	3.42021e-07
2.5177e-08	2.83662e-08	3.43728e-07
2.30461e-08	3.51966e-08	3.45434e-07
2.09152e-08	4.2027e-08	3.47141e-07
1.87843e-08	4.88574e-08	3.48847e-07
1.66535e-08	5.56878e-08	3.50554e-07
2.84906e-08	2.04205e-08	3.47652e-07
2.63597e-08	2.72509e-08	3.49358e-07
2.42289e-08	3.40813e-08	3.51065e-07
2.2098e-08	4.09117e-08	3.52771e-07
1.99671e-08	4.77422e-08	3.54478e-07
1.78362e-08	5.45726e-08	3.56184e-07
2.96734e-08	1.93052e-08	3.53282e-07
2.75425e-08	2.61357e-08	3.54988e-07
2.54116e-08	3.29661e-08	3.56695e-07
2.32807e-08	3.97965e-08	3.58402e-07
2.11499e-08	4.66269e-08	3.60108e-07
1.9019e-08	5.34573e-08	3.61815e-07
3.08561e-08	1.819e-08	3.58912e-07
2.87253e-08	2.50204e-08	3.60619e-07
2.65944e-08	3.18508e-08	3.62325e-07
2.44635e-08	3.86812e-08	3.64032e-07
2.23326e-08	4.55117e-08	3.65738e-07
2.02017e-08	5.23421e-08	3.67445e-07
1.96952e-08	2.24305e-08	3.30182e-07
1.75643e-08	2.92609e-08	3.31888e-07
1.54335e-08	3.60913e-08	3.33595e-07
1.33026e-08	4.29218e-08	3.35302e-07
1.11717e-08	4.97522e-08	3.37008e-07
9.04081e-09	5.65826e-08	3.38715e-07
2.0878e-08	2.13153e-08	3.35812e-07
1.87471e-08	2.81457e-08	3.37519e-07
1.66162e-08	3.49761e-08	3.39225e-07
1.44853e-08	4.18065e-08	3.40932e-07
1.23545e-08	4.86369e-08	3.42638e-07
1.02236e-08	5.54673e-08	3.44345e-07
2.20607e-08	2.02e-08	3.41443e-07
1.99299e-08	2.70304e-08	3.43149e-07
1.7799e-08	3.38608e-08	3.44856e-07
1.56681e-08	4.06913e-08	3.46562e-07
1.35372e-08	4.75217e-08	3.48269e-07
1.14063e-08	5.43521e-08	3.49975e-07
2.32435e-08	1.90848e-08	3.47073e-07
2.11126e-08	2.59152e-08	3.4878e-07
1.89817e-08	3.27456e-08	3.50486e-07
1.68509e-08	3.9576e-08	3.52193e-07
1.472e-08	4.64064e-08	3.53899e-07
1.25891e-08	5.32368e-08	3.55606e-07
2.44263e-08	1.79695e-08	3.52703e-07
2.22954e-08	2.47999e-08	3.5441e-07
2.01645e-08	3.16303e-08	3.56117e-07
1.80336e-08	3.84608e-08	3.57823e-07
1.59027e-08	4.52912e-08	3.5953e-07
1.37719e-08	5.21216e-08	3.61236e-07
2.5609e-08	1.68543e-08	3.58334e-07
2.34781e-08	2.36847e-08	3.6004e-07
2.13473e-08	3.05151e-08	3.61747e-07
1.92164e-08	3.73455e-08	3.63453e-07
1.70855e-08	4.41759e-08	3.6516e-07
1.49546e-08	5.10063e-08	3.66866e-07
1.44481e-08	2.10948e-08	3.29603e-07
1.23172e-08	2.79252e-08	3.3131e-07
1.01863e-08	3.47556e-08	3.33017e-07
8.05545e-09	4.1586e-08	3.34723e-07
5.92457e-09	4.84164e-08	3.3643e-07
3.79369e-09	5.52468e-08	3.38136e-07
1.56309e-08	1.99795e-08	3.35234e-07
1.35e-08	2.68099e-08	3.3694e-07
1.13691e-08	3.36403e-08	3.38647e-07
9.23821e-09	4.04708e-08	3.40353e-07
7.10733e-09	4.73012e-08	3.4206e-07
4.97645e-09	5.41316e-08	3.43767e-07
1.68136e-08	1.88643e-08	3.40864e-07
1.46827e-08	2.56947e-08	3.42571e-07
1.25519e-08	3.25251e-08	3.44277e-07
1.0421e-08	3.93555e-08	3.45984e-07
8.29009e-09	4.61859e-08	3.4769e-07
6.15921e-09	5.30163e-08	3.49397e-07
1.79964e-08	1.7749e-08	3.46495e-07
1.58655e-08	2.45794e-08	3.48201e-07
1.37346e-08	3.14098e-08	3.49908e-07
1.16037e-08	3.82403e-08	3.51614e-07
9.47285e-09	4.50707e-08	3.53321e-07
7.34197e-09	5.19011e-08	3.55027e-07
1.91791e-08	1.66338e-08	3.52125e-07
1.70483e-08	2.34642e-08	3.53832e-07
1.49174e-08	3.02946e-08	3.55538e-07
1.27865e-08	3.7125e-08	3.57245e-07
1.06556e-08	4.39554e-08	3.58951e-07
8.52473e-09	5.07858e-08	3.60658e-07
2.03619e-08	1.55185e-08	3.57755e-07
1.8231e-08	2.23489e-08	3.59462e-07
1.61001e-08	2.91793e-08	3.61168e-07
1.39693e-08	3.60098e-08	3.62875e-07
1.18384e-08	4.28402e-08	3.64581e-07
9.70749e-09	4.96706e-08	3.66288e-07
9.20097e-09	1.9759e-08	3.29025e-07
7.07009e-09	2.65894e-08	3.30732e-07
4.93921e-09	3.34199e-08	3.32438e-07
2.80833e-09	4.02503e-08	3.34145e-07
6.77454e-10	4.70807e-08	3.35851e-07
-1.45343e-09	5.39111e-08	3.37558e-07
1.03837e-08	1.86438e-08	3.34655e-07
8.25285e-09	2.54742e-08	3.36362e-07
6.12197e-09	3.23046e-08	3.38068e-07
3.99109e-09	3.9135e-08	3.39775e-07
1.86021e-09	4.59654e-08	3.41482e-07
-2.70666e-10	5.27959e-08	3.43188e-07
1.15665e-08	1.75285e-08	3.40286e-07
9.43561e-09	2.43589e-08	3.41992e-07
7.30473e-09	3.11894e-08	3.43699e-07
5.17385e-09	3.80198e-08	3.45405e-07
3.04297e-09	4.48502e-08	3.47112e-07
9.12094e-10	5.16806e-08	3.48818e-07
1.27493e-08	1.64133e-08	3.45916e-07
1.06184e-08	2.32437e-08	3.47623e-07
8.48749e-09	3.00741e-08	3.49329e-07
6.35661e-09	3.69045e-08	3.51036e-07
4.22573e-09	4.37349e-08	3.52742e-07
2.09485e-09	5.05653e-08	3.54449e-07
1.3932e-08	1.5298e-08	3.51547e-07
1.18011e-08	2.21284e-08	3.53253e-07
9.67025e-09	2.89589e-08	3.5496e-07
7.53937e-09	3.57893e-08	3.56666e-07
5.40849e-09	4.26197e-08	3.58373e-07
3.27761e-09	4.94501e-08	3.60079e-07
1.51148e-08	1.41828e-08	3.57177e-07
1.29839e-08	2.10132e-08	3.58883e-07
1.0853e-08	2.78436e-08	3.6059e-07
8.72213e-09	3.4674e-08	3.62296e-07
6.59125e-09	4.15044e-08	3.64003e-07
4.46037e-09	4.83348e-08	3.6571e-07
3.95385e-09	1.84233e-08	3.28447e-07
1.82297e-09	2.52537e-08	3.30153e-07
-3.07905e-10	3.20841e-08	3.3186e-07
-2.43879e-09	3.89145e-08	3.33566e-07
-4.56967e-09	4.57449e-08	3.35273e-07
-6.70055e-09	5.25754e-08	3.36979e-07
5.13661e-09	1.7308e-08	3.34077e-07
3.00573e-09	2.41384e-08	3.35783e-07
8.74855e-10	3.09689e-08	3.3749e-07
-1.25603e-09	3.77993e-08	3.39197e-07
-3.38691e-09	4.46297e-08	3.40903e-07
-5.51779e-09	5.14601e-08	3.4261e-07
6.31937e-09	1.61928e-08	3.39707e-07
4.18849e-09	2.30232e-08	3.41414e-07
2.05761e-09	2.98536e-08	3.4312e-07
-7.32654e-11	3.6684e-08	3.44827e-07
-2.20415e-09	4.35144e-08	3.46533e-07
-4.33503e-09	5.03449e-08	3.4824e-07
7.50213e-09	1.50775e-08	3.45338e-07
5.37125e-09	2.19079e-08	3.47044e-07
3.24037e-09	2.87384e-08	3.48751e-07
1.10949e-09	3.55688e-08	3.50457e-07
-1.02139e-09	4.23992e-08	3.52164e-07
-3.15227e-09	4.92296e-08	3.5387e-07
8.68489e-09	1.39623e-08	3.50968e-07
6.55401e-09	2.07927e-08	3.52675e-07
4.42313e-09	2.76231e-08	3.54381e-07
2.29225e-09	3.44535e-08	3.56088e-07
1.61374e-10	4.12839e-08	3.57794e-07
-1.96951e-09	4.81144e-08	3.59501e-07
9.86765e-09	1.2847e-08	3.56598e-07
7.73677e-09	1.96774e-08	3.58305e-07
5.60589e-09	2.65079e-08	3.60011e-07
3.47501e-09	3.33383e-08	3.61718e-07
1.34413e-09	4.01687e-08	3.63425e-07
-7.86746e-10	4.69991e-08	3.65131e-07


2.24032e-08	6.64615e-08	3.166e-07
2.25285e-08	7.36957e-08	3.17021e-07
2.26537e-08	8.093e-08	3.17441e-07
2.2779e-08	8.81643e-08	3.17862e-07
2.29042e-08	9.53985e-08	3.18283e-07
2.30295e-08	1.02633e-07	3.18703e-07
1.93664e-08	6.62303e-08	3.23882e-07
1.94917e-08	7.34646e-08	3.24303e-07
1.96169e-08	8.06989e-08	3.24724e-07
1.97422e-08	8.79331e-08	3.25144e-07
1.98674e-08	9.51674e-08	3.25565e-07
1.99927e-08	1.02402e-07	3.25985e-07
1.63296e-08	6.59992e-08	3.31165e-07
1.64548e-08	7.32334e-08	3.31585e-07
1.65801e-08	8.04677e-08	3.32006e-07
1.67054e-08	8.7702e-08	3.32426e-07
1.68306e-08	9.49362e-08	3.32847e-07
1.69559e-08	1.02171e-07	3.33268e-07
1.32928e-08	6.5768e-08	3.38447e-07
1.3418e-08	7.30023e-08	3.38867e-07
1.35433e-08	8.02366e-08	3.39288e-07
1.36685e-08	8.74708e-08	3.39709e-07
1.37938e-08	9.47051e-08	3.40129e-07
1.39191e-08	1.01939e-07	3.4055e-07
1.0256e-08	6.55369e-08	3.45729e-07
1.03812e-08	7.27711e-08	3.4615e-07
1.05065e-08	8.00054e-08	3.4657e-07
1.06317e-08	8.72397e-08	3.46991e-07
1.0757e-08	9.4474e-08	3.47411e-07
1.08822e-08	1.01708e-07	3.47832e-07
7.21919e-09	6.53057e-08	3.53011e-07
7.34444e-09	7.254e-08	3.53432e-07
7.46969e-09	7.97743e-08	3.53852e-07
7.59494e-09	8.70085e-08	3.54273e-07
7.7202e-09	9.42428e-08	3.54694e-07
7.84545e-09	1.01477e-07	3.55114e-07
1.49023e-08	6.57294e-08	3.2105e-07
1.50275e-08	7.29636e-08	3.21471e-07
1.51528e-08	8.01979e-08	3.21892e-07
1.5278e-08	8.74322e-08	3.22312e-07
1.54033e-08	9.46664e-08	3.22733e-07
1.55285e-08	1.01901e-07	3.23154e-07
1.18654e-08	6.54982e-08	3.28333e-07
1.19907e-08	7.27325e-08	3.28753e-07
1.2116e-08	7.99668e-08	3.29174e-07
1.22412e-08	8.7201e-08	3.29594e-07
1.23665e-08	9.44353e-08	3.30015e-07
1.24917e-08	1.0167e-07	3.30436e-07
8.82865e-09	6.52671e-08	3.35615e-07
8.9539e-09	7.25013e-08	3.36035e-07
9.07915e-09	7.97356e-08	3.36456e-07
9.2044e-09	8.69699e-08	3.36877e-07
9.32965e-09	9.42041e-08	3.37297e-07
9.4549e-09	1.01438e-07	3.37718e-07
5.79184e-09	6.50359e-08	3.42897e-07
5.9171e-09	7.22702e-08	3.43318e-07
6.04235e-09	7.95045e-08	3.43738e-07
6.1676e-09	8.67387e-08	3.44159e-07
6.29285e-09	9.3973e-08	3.44579e-07
6.4181e-09	1.01207e-07	3.45e-07
2.75504e-09	6.48048e-08	3.50179e-07
2.88029e-09	7.2039e-08	3.506e-07
3.00554e-09	7.92733e-08	3.5102e-07
3.1308e-09	8.65076e-08	3.51441e-07
3.25605e-09	9.37419e-08	3.51862e-07
3.3813e-09	1.00976e-07	3.52282e-07
-2.8176e-10	6.45736e-08	3.57461e-07
-1.56509e-10	7.18079e-08	3.57882e-07
-3.1258e-11	7.90422e-08	3.58303e-07
9.3993e-11	8.62764e-08	3.58723e-07
2.19244e-10	9.35107e-08	3.59144e-07
3.44495e-10	1.00745e-07	3.59564e-07
7.4013e-09	6.49973e-08	3.25501e-07
7.52655e-09	7.22315e-08	3.25921e-07
7.6518e-09	7.94658e-08	3.26342e-07
7.77705e-09	8.67001e-08	3.26763e-07
7.9023e-09	9.39343e-08	3.27183e-07
8.02755e-09	1.01169e-07	3.27604e-07
4.3645e-09	6.47661e-08	3.32783e-07
4.48975e-09	7.20004e-08	3.33204e-07
4.615e-09	7.92347e-08	3.33624e-07
4.74025e-09	8.64689e-08	3.34045e-07
4.8655e-09	9.37032e-08	3.34465e-07
4.99075e-09	1.00937e-07	3.34886e-07
1.32769e-09	6.4535e-08	3.40065e-07
1.45295e-09	7.17692e-08	3.40486e-07
1.5782e-09	7.90035e-08	3.40906e-07
1.70345e-09	8.62378e-08	3.41327e-07
1.8287e-09	9.34721e-08	3.41748e-07
1.95395e-09	1.00706e-07	3.42168e-07
-1.70911e-09	6.43038e-08	3.47347e-07
-1.58386e-09	7.15381e-08	3.47768e-07
-1.45861e-09	7.87724e-08	3.48189e-07
-1.33335e-09	8.60066e-08	3.48609e-07
-1.2081e-09	9.32409e-08	3.4903e-07
-1.08285e-09	1.00475e-07	3.4945e-07
-4.74591e-09	6.40727e-08	3.5463e-07
-4.62066e-09	7.13069e-08	3.5505e-07
-4.49541e-09	7.85412e-08	3.55471e-07
-4.37016e-09	8.57755e-08	3.55891e-07
-4.24491e-09	9.30098e-08	3.56312e-07
-4.11965e-09	1.00244e-07	3.56733e-07
-7.78271e-09	6.38415e-08	3.61912e-07
-7.65746e-09	7.10758e-08	3.62332e-07
-7.53221e-09	7.83101e-08	3.62753e-07
-7.40696e-09	8.55443e-08	3.63174e-07
-7.28171e-09	9.27786e-08	3.63594e-07
-7.15646e-09	1.00013e-07	3.64015e-07
-9.96528e-11	6.42652e-08	3.29951e-07
2.55982e-11	7.14994e-08	3.30372e-07
1.50849e-10	7.87337e-08	3.30792e-07
2.761e-10	8.5968e-08	3.31213e-07
4.01351e-10	9.32022e-08	3.31634e-07
5.26602e-10	1.00437e-07	3.32054e-07
-3.13645e-09	6.4034e-08	3.37233e-07
-3.0112e-09	7.12683e-08	3.37654e-07
-2.88595e-09	7.85026e-08	3.38075e-07
-2.7607e-09	8.57368e-08	3.38495e-07
-2.63545e-09	9.29711e-08	3.38916e-07
-2.5102e-09	1.00205e-07	3.39336e-07
-6.17326e-09	6.38029e-08	3.44515e-07
-6.04801e-09	7.10371e-08	3.44936e-07
-5.92276e-09	7.82714e-08	3.45357e-07
-5.7975e-09	8.55057e-08	3.45777e-07
-5.67225e-09	9.274e-08	3.46198e-07
-5.547e-09	9.99742e-08	3.46619e-07
-9.21006e-09	6.35717e-08	3.51798e-07
-9.08481e-09	7.0806e-08	3.52218e-07
-8.95956e-09	7.80403e-08	3.52639e-07
-8.83431e-09	8.52745e-08	3.53059e-07
-8.70906e-09	9.25088e-08	3.5348e-07
-8.5838e-09	9.97431e-08	3.53901e-07
-1.22469e-08	6.33406e-08	3.5908e-07
-1.21216e-08	7.05748e-08	3.595e-07
-1.19964e-08	7.78091e-08	3.59921e-07
-1.18711e-08	8.50434e-08	3.60342e-07
-1.17459e-08	9.22777e-08	3.60762e-07
-1.16206e-08	9.95119e-08	3.61183e-07
-1.52837e-08	6.31094e-08	3.66362e-07
-1.51584e-08	7.03437e-08	3.66783e-07
-1.50332e-08	7.7578e-08	3.67203e-07
-1.49079e-08	8.48122e-08	3.67624e-07
-1.47827e-08	9.20465e-08	3.68044e-07
-1.46574e-08	9.92808e-08	3.68465e-07
-7.6006e-09	6.35331e-08	3.34401e-07
-7.47535e-09	7.07673e-08	3.34822e-07
-7.3501e-09	7.80016e-08	3.35243e-07
-7.22485e-09	8.52359e-08	3.35663e-07
-7.0996e-09	9.24702e-08	3.36084e-07
-6.97435e-09	9.97044e-08	3.36504e-07
-1.06374e-08	6.33019e-08	3.41684e-07
-1.05122e-08	7.05362e-08	3.42104e-07
-1.03869e-08	7.77705e-08	3.42525e-07
-1.02617e-08	8.50047e-08	3.42945e-07
-1.01364e-08	9.2239e-08	3.43366e-07
-1.00112e-08	9.94733e-08	3.43787e-07
-1.36742e-08	6.30708e-08	3.48966e-07
-1.3549e-08	7.0305e-08	3.49386e-07
-1.34237e-08	7.75393e-08	3.49807e-07
-1.32985e-08	8.47736e-08	3.50228e-07
-1.31732e-08	9.20079e-08	3.50648e-07
-1.3048e-08	9.92421e-08	3.51069e-07
-1.6711e-08	6.28396e-08	3.56248e-07
-1.65858e-08	7.00739e-08	3.56669e-07
-1.64605e-08	7.73082e-08	3.57089e-07
-1.63353e-08	8.45424e-08	3.5751e-07
-1.621e-08	9.17767e-08	3.5793e-07
-1.60848e-08	9.9011e-08	3.58351e-07
-1.97478e-08	6.26085e-08	3.6353e-07
-1.96226e-08	6.98427e-08	3.63951e-07
-1.94973e-08	7.7077e-08	3.64371e-07
-1.93721e-08	8.43113e-08	3.64792e-07
-1.92468e-08	9.15456e-08	3.65213e-07
-1.91216e-08	9.87798e-08	3.65633e-07
-2.27846e-08	6.23773e-08	3.70812e-07
-2.26594e-08	6.96116e-08	3.71233e-07
-2.25341e-08	7.68459e-08	3.71654e-07
-2.24089e-08	8.40801e-08	3.72074e-07
-2.22836e-08	9.13144e-08	3.72495e-07
-2.21584e-08	9.85487e-08	3.72915e-07
-1.51016e-08	6.2801e-08	3.38852e-07
-1.49763e-08	7.00352e-08	3.39272e-07
-1.48511e-08	7.72695e-08	3.39693e-07
-1.47258e-08	8.45038e-08	3.40114e-07
-1.46006e-08	9.17381e-08	3.40534e-07
-1.44753e-08	9.89723e-08	3.40955e-07
-1.81384e-08	6.25698e-08	3.46134e-07
-1.80131e-08	6.98041e-08	3.46555e-07
-1.78879e-08	7.70384e-08	3.46975e-07
-1.77626e-08	8.42726e-08	3.47396e-07
-1.76374e-08	9.15069e-08	3.47816e-07
-1.75121e-08	9.87412e-08	3.48237e-07
-2.11752e-08	6.23387e-08	3.53416e-07
-2.10499e-08	6.95729e-08	3.53837e-07
-2.09247e-08	7.68072e-08	3.54257e-07
-2.07994e-08	8.40415e-08	3.54678e-07
-2.06742e-08	9.12758e-08	3.55099e-07
-2.05489e-08	9.851e-08	3.55519e-07
-2.4212e-08	6.21075e-08	3.60698e-07
-2.40867e-08	6.93418e-08	3.61119e-07
-2.39615e-08	7.65761e-08	3.6154e-07
-2.38362e-08	8.38103e-08	3.6196e-07
-2.3711e-08	9.10446e-08	3.62381e-07
-2.35857e-08	9.82789e-08	3.62801e-07
-2.72488e-08	6.18764e-08	3.6798e-07
-2.71235e-08	6.91106e-08	3.68401e-07
-2.69983e-08	7.63449e-08	3.68822e-07
-2.6873e-08	8.35792e-08	3.69242e-07
-2.67478e-08	9.08135e-08	3.69663e-07
-2.66225e-08	9.80477e-08	3.70084e-07
-3.02856e-08	6.16452e-08	3.75263e-07
-3.01603e-08	6.88795e-08	3.75683e-07
-3.00351e-08	7.61138e-08	3.76104e-07
-2.99098e-08	8.3348e-08	3.76524e-07
-2.97846e-08	9.05823e-08	3.76945e-07
